traffic_id,traffic_date,partner_id,sessions,add_to_cart,checkout_started,conversions
30748,2024-07-27,PT00043,2122,1067,625,232
30749,2024-07-28,PT00043,1890,851,556,137
30750,2024-07-29,PT00043,2806,1457,1060,308
30751,2024-07-30,PT00043,1783,857,626,201
30752,2024-07-31,PT00043,1874,1079,735,199
30753,2024-08-01,PT00043,2489,1369,774,216
30754,2024-08-02,PT00043,2279,1279,944,242
30755,2024-08-03,PT00043,2506,1331,914,274
30756,2024-08-04,PT00043,1619,802,543,147
30757,2024-08-05,PT00043,2380,1441,792,184
30758,2024-08-06,PT00043,1583,1082,628,165
30759,2024-08-07,PT00043,1655,846,589,190
30760,2024-08-08,PT00043,1942,947,615,145
30761,2024-08-09,PT00043,2781,1700,1218,438
30762,2024-08-10,PT00043,2618,1531,1087,243
30763,2024-08-11,PT00043,2866,1563,938,246
30764,2024-08-12,PT00043,2031,1073,804,176
30765,2024-08-13,PT00043,1786,1040,661,139
30766,2024-08-14,PT00043,2899,1473,923,355
30767,2024-08-15,PT00043,2127,1344,871,179
30768,2024-08-16,PT00043,2282,1139,671,183
30769,2024-08-17,PT00043,2244,1133,757,171
30770,2024-08-18,PT00043,2434,1295,792,259
30771,2024-08-19,PT00043,2367,1264,750,207
30772,2024-08-20,PT00043,2175,1193,691,206
30773,2024-08-21,PT00043,2306,1205,701,239
30774,2024-08-22,PT00043,1676,971,582,154
30775,2024-08-23,PT00043,2833,1598,1090,318
30776,2024-08-24,PT00043,2543,1508,926,258
30777,2024-08-25,PT00043,2880,1981,1351,294
30778,2024-08-26,PT00043,1615,882,631,215
30779,2024-08-27,PT00043,2051,1123,632,167
30780,2024-08-28,PT00043,2370,1235,902,236
30781,2024-08-29,PT00043,2403,1422,834,289
30782,2024-08-30,PT00043,1883,854,503,176
30783,2024-08-31,PT00043,1516,764,474,155
30784,2024-09-01,PT00043,2734,1437,958,329
30785,2024-09-02,PT00043,2554,1468,984,294
30786,2024-09-03,PT00043,2775,1563,1109,335
30787,2024-09-04,PT00043,2761,1519,910,272
30788,2024-09-05,PT00043,2574,1576,1171,313
30789,2024-09-06,PT00043,2602,1406,786,273
30790,2024-09-07,PT00043,2135,1192,699,156
30791,2024-09-08,PT00043,2971,1661,1154,410
30792,2024-09-09,PT00043,1406,790,473,120
30793,2024-09-10,PT00043,2623,1711,1141,320
30794,2024-09-11,PT00043,1504,846,466,126
30795,2024-09-12,PT00043,2802,1242,791,180
30796,2024-09-13,PT00043,2306,1430,960,299
30797,2024-09-14,PT00043,2586,1549,1152,295
30798,2024-09-15,PT00043,2354,1333,741,225
30799,2024-09-16,PT00043,2863,1538,1090,319
30800,2024-09-17,PT00043,2224,1352,788,287
30801,2024-09-18,PT00043,2286,1302,781,298
30802,2024-09-19,PT00043,2544,1332,834,173
30803,2024-09-20,PT00043,1490,767,438,130
30804,2024-09-21,PT00043,1942,1058,600,195
30805,2024-09-22,PT00043,2313,1188,705,272
30806,2024-09-23,PT00043,2147,1153,822,263
30807,2024-09-24,PT00043,2381,1267,752,216
30808,2024-09-25,PT00043,2260,1383,860,144
30809,2024-09-26,PT00043,2475,1368,840,318
30810,2024-09-27,PT00043,2280,1385,829,231
30811,2024-09-28,PT00043,1823,1139,755,177
30812,2024-09-29,PT00043,1878,1046,606,201
30813,2024-09-30,PT00043,3068,1615,1139,282
30814,2024-10-01,PT00043,1694,718,532,134
30815,2024-10-02,PT00043,2798,1608,892,276
30816,2024-10-03,PT00043,2045,1103,781,186
30817,2024-10-04,PT00043,2159,1128,815,178
30818,2024-10-05,PT00043,2271,1194,739,239
30819,2024-10-06,PT00043,2172,1200,677,195
30820,2024-10-07,PT00043,2557,1418,931,272
30821,2024-10-08,PT00043,2270,1326,831,185
30822,2024-10-09,PT00043,1781,878,514,114
30823,2024-10-10,PT00043,2597,1600,992,265
30824,2024-10-11,PT00043,2080,1028,694,185
30825,2024-10-12,PT00043,2560,1379,984,304
30826,2024-10-13,PT00043,1521,834,573,144
30827,2024-10-14,PT00043,2549,1518,1121,244
30828,2024-10-15,PT00043,2334,1420,915,305
30829,2024-10-16,PT00043,2828,1604,1168,339
30830,2024-10-17,PT00043,2100,1132,750,214
30831,2024-10-18,PT00043,2749,1415,978,306
30832,2024-10-19,PT00043,1555,885,536,157
30833,2024-10-20,PT00043,2102,1098,758,185
30834,2024-10-21,PT00043,2308,1142,646,161
30835,2024-10-22,PT00043,1610,798,553,172
30836,2024-10-23,PT00043,2485,1327,935,227
30837,2024-10-24,PT00043,1962,1074,725,201
30838,2024-10-25,PT00043,2444,1216,792,231
30839,2024-10-26,PT00043,1960,863,575,175
30840,2024-10-27,PT00043,1984,1103,762,180
30841,2024-10-28,PT00043,2573,1196,804,173
30842,2024-10-29,PT00043,1632,1021,587,147
30843,2024-10-30,PT00043,1958,1075,679,154
30844,2024-10-31,PT00043,2513,1391,827,206
30845,2024-11-01,PT00043,2139,1160,716,169
30846,2024-11-02,PT00043,2283,1424,877,207
30847,2024-11-03,PT00043,2768,1354,904,239
30848,2024-11-04,PT00043,2398,1222,887,231
30849,2024-11-05,PT00043,2423,1306,776,218
30850,2024-11-06,PT00043,1731,891,653,181
30851,2024-11-07,PT00043,1863,1046,703,207
30852,2024-11-08,PT00043,2105,1032,591,149
30853,2024-11-09,PT00043,2153,1165,760,216
30854,2024-11-10,PT00043,2286,1459,914,303
30855,2024-11-11,PT00043,2522,1119,714,201
30856,2024-11-12,PT00043,3035,1814,1044,311
30857,2024-11-13,PT00043,1646,887,619,162
30858,2024-11-14,PT00043,2877,1699,1042,383
30859,2024-11-15,PT00043,3071,2151,1476,588
30860,2024-11-16,PT00043,2290,1288,734,159
30861,2024-11-17,PT00043,2583,1448,914,211
30862,2024-11-18,PT00043,2361,1378,975,268
30863,2024-11-19,PT00043,1609,993,601,188
30864,2024-11-20,PT00043,1675,780,532,187
30865,2024-11-21,PT00043,2344,1114,671,195
30866,2024-11-22,PT00043,1936,1057,643,191
30867,2024-11-23,PT00043,2297,1171,822,321
30868,2024-11-24,PT00043,2619,1415,801,226
30869,2024-11-25,PT00043,2244,1319,838,185
30870,2024-11-26,PT00043,2579,1559,949,238
30871,2024-11-27,PT00043,3616,1829,1062,260
30872,2024-11-28,PT00043,2875,1647,960,300
30873,2024-11-29,PT00043,2065,886,498,116
30874,2024-11-30,PT00043,1769,959,562,145
30875,2024-12-01,PT00043,2612,1603,1127,358
30876,2024-12-02,PT00043,1929,1039,661,165
30877,2024-12-03,PT00043,2495,1226,706,217
30878,2024-12-04,PT00043,1908,1063,728,134
30879,2024-12-05,PT00043,1735,913,548,152
30880,2024-12-06,PT00043,1731,939,668,148
30881,2024-12-07,PT00043,2040,1051,760,260
30882,2024-12-08,PT00043,2776,1499,925,282
30883,2024-12-09,PT00043,2347,1107,740,141
30884,2024-12-10,PT00043,1491,803,543,150
30885,2024-12-11,PT00043,2080,1211,711,215
30886,2024-12-12,PT00043,2228,1230,742,181
30887,2024-12-13,PT00043,2413,1432,980,276
30888,2024-12-14,PT00043,1541,907,612,200
30889,2024-12-15,PT00043,2818,1651,1040,365
30890,2024-12-16,PT00043,2072,1131,737,131
30891,2024-12-17,PT00043,2064,1056,668,198
30892,2024-12-18,PT00043,2038,1101,727,208
30893,2024-12-19,PT00043,2515,1481,839,332
30894,2024-12-20,PT00043,1592,841,599,218
30895,2024-12-21,PT00043,2375,1219,830,247
30896,2024-12-22,PT00043,2241,1335,914,259
30897,2024-12-23,PT00043,2566,1156,659,158
30898,2024-12-24,PT00043,1951,1335,775,158
30899,2024-12-25,PT00043,2347,1252,701,186
30900,2024-12-26,PT00043,2381,1355,869,265
30901,2024-12-27,PT00043,1296,704,507,125
30902,2024-12-28,PT00043,2595,1341,982,227
30903,2024-12-29,PT00043,1973,1162,834,328
30904,2024-12-30,PT00043,1994,1045,735,160
30905,2024-12-31,PT00043,2618,1558,953,319
30906,2025-01-01,PT00043,2818,1717,1042,251
30907,2025-01-02,PT00043,2321,1051,675,200
30908,2025-01-03,PT00043,2425,1160,846,187
30909,2025-01-04,PT00043,2173,1202,865,206
30910,2025-01-05,PT00043,1596,1026,680,236
30911,2025-01-06,PT00043,1501,745,425,110
30912,2025-01-07,PT00043,1774,917,556,207
30913,2025-01-08,PT00043,1865,961,580,194
30914,2025-01-09,PT00043,2276,1079,609,158
30915,2025-01-10,PT00043,2053,1117,622,129
30916,2025-01-11,PT00043,2067,1033,594,157
30917,2025-01-12,PT00043,2242,1285,961,276
30918,2025-01-13,PT00043,1568,828,583,112
30919,2025-01-14,PT00043,2217,1183,686,177
30920,2025-01-15,PT00043,2661,1593,1016,191
30921,2025-01-16,PT00043,1468,832,481,135
30922,2025-01-17,PT00043,2279,1272,873,278
30923,2025-01-18,PT00043,2160,1216,870,289
30924,2025-01-19,PT00043,2415,1298,725,227
30925,2025-01-20,PT00043,2428,1172,660,255
30926,2025-01-21,PT00043,2349,1243,797,208
30927,2025-01-22,PT00043,2248,1299,913,273
30928,2025-01-23,PT00043,2518,1354,882,298
30929,2025-01-24,PT00043,1971,1161,690,162
30930,2025-01-25,PT00043,2159,1229,786,245
30931,2025-01-26,PT00043,2705,1557,1055,302
30932,2025-01-27,PT00043,2479,1269,932,259
30933,2025-01-28,PT00043,2555,1643,932,232
30934,2025-01-29,PT00043,2679,1405,1022,314
30935,2025-01-30,PT00043,2168,937,688,230
30936,2025-01-31,PT00043,2288,1212,779,160
30937,2025-02-01,PT00043,1734,829,549,110
30938,2025-02-02,PT00043,2283,1332,905,243
30939,2025-02-03,PT00043,2353,1395,836,250
30940,2025-02-04,PT00043,2166,1071,632,116
30941,2025-02-05,PT00043,2013,1019,686,170
30942,2025-02-06,PT00043,1472,742,495,127
30943,2025-02-07,PT00043,2531,1500,857,190
30944,2025-02-08,PT00043,1815,946,699,182
30945,2025-02-09,PT00043,3557,1976,1340,419
30946,2025-02-10,PT00043,2216,1117,714,180
30947,2025-02-11,PT00043,1311,669,394,63
30948,2025-02-12,PT00043,1914,962,695,202
30949,2025-02-13,PT00043,2208,1267,805,148
30950,2025-02-14,PT00043,1841,1012,593,187
30951,2025-02-15,PT00043,3397,1866,1103,406
30952,2025-02-16,PT00043,1722,966,650,248
30953,2025-02-17,PT00043,2208,1394,1005,315
30954,2025-02-18,PT00043,2017,1112,780,205
30955,2025-02-19,PT00043,2004,1133,734,285
30956,2025-02-20,PT00043,2736,1656,977,253
30957,2025-02-21,PT00043,1724,1014,568,145
30958,2025-02-22,PT00043,2229,1288,721,240
30959,2025-02-23,PT00043,1637,807,535,178
30960,2025-02-24,PT00043,3023,1624,1129,314
30961,2025-02-25,PT00043,1767,835,532,167
30962,2025-02-26,PT00043,1936,1087,613,146
30963,2025-02-27,PT00043,2570,1381,906,276
30964,2025-02-28,PT00043,2187,1072,701,196
30965,2025-03-01,PT00043,2316,1216,709,180
30966,2025-03-02,PT00043,2804,1446,823,238
30967,2025-03-03,PT00043,2436,1063,649,211
30968,2025-03-04,PT00043,2767,1658,961,327
30969,2025-03-05,PT00043,2241,1076,693,180
30970,2025-03-06,PT00043,1612,867,556,135
30971,2025-03-07,PT00043,1478,855,499,112
30972,2025-03-08,PT00043,2389,1459,1066,322
30973,2025-03-09,PT00043,1174,620,410,103
30974,2025-03-10,PT00043,2138,1274,730,223
30975,2025-03-11,PT00043,2431,1225,732,197
30976,2025-03-12,PT00043,2190,1279,865,251
30977,2025-03-13,PT00043,2198,1162,755,184
30978,2025-03-14,PT00043,2019,980,614,174
30979,2025-03-15,PT00043,1025,613,428,106
30980,2025-03-16,PT00043,2251,1215,909,309
30981,2025-03-17,PT00043,1343,683,464,114
30982,2025-03-18,PT00043,3041,1647,940,257
30983,2025-03-19,PT00043,2384,1292,711,185
30984,2025-03-20,PT00043,2593,1628,1067,335
30985,2025-03-21,PT00043,2052,1123,739,238
30986,2025-03-22,PT00043,2616,1537,951,294
30987,2025-03-23,PT00043,2567,1300,924,291
30988,2025-03-24,PT00043,2880,1650,926,293
30989,2025-03-25,PT00043,1270,807,452,100
30990,2025-03-26,PT00043,2208,1357,1013,331
30991,2025-03-27,PT00043,2446,1342,857,155
30992,2025-03-28,PT00043,3029,1362,767,185
30993,2025-03-29,PT00043,2332,1269,892,319
30994,2025-03-30,PT00043,2463,1251,808,233
30995,2025-03-31,PT00043,2711,1499,955,284
30996,2025-04-01,PT00043,2620,1394,1014,291
30997,2025-04-02,PT00043,2876,1566,1028,376
30998,2025-04-03,PT00043,2015,979,589,176
30999,2025-04-04,PT00043,2686,1576,1107,338
31000,2025-04-05,PT00043,2641,1553,964,313
31001,2025-04-06,PT00043,2038,1045,643,223
31002,2025-04-07,PT00043,2257,1170,765,202
31003,2025-04-08,PT00043,2414,1094,720,221
31004,2025-04-09,PT00043,1823,988,711,200
31005,2025-04-10,PT00043,2190,1165,731,157
31006,2025-04-11,PT00043,2523,1379,763,219
31007,2025-04-12,PT00043,1687,926,680,170
31008,2025-04-13,PT00043,1735,1129,628,164
31009,2025-04-14,PT00043,2066,1226,839,256
31010,2025-04-15,PT00043,2531,1749,1144,422
31011,2025-04-16,PT00043,2552,1221,686,227
31012,2025-04-17,PT00043,1821,1126,676,206
31013,2025-04-18,PT00043,2021,1493,878,199
31014,2025-04-19,PT00043,2001,1093,696,194
31015,2025-04-20,PT00043,1910,1003,598,205
31016,2025-04-21,PT00043,1669,984,554,164
31017,2025-04-22,PT00043,2056,1085,742,237
31018,2025-04-23,PT00043,2713,1590,1016,250
31019,2025-04-24,PT00043,1592,711,457,82
31020,2025-04-25,PT00043,1878,903,673,160
31021,2025-04-26,PT00043,2760,1386,824,264
31022,2025-04-27,PT00043,2556,1668,1158,377
31023,2025-04-28,PT00043,2302,1181,799,278
31024,2025-04-29,PT00043,2257,1044,680,213
31025,2025-04-30,PT00043,1559,833,624,263
31026,2025-05-01,PT00043,2049,850,623,207
31027,2025-05-02,PT00043,2316,1289,896,207
31028,2025-05-03,PT00043,2612,1428,912,264
31029,2025-05-04,PT00043,2365,1342,983,292
31030,2025-05-05,PT00043,2388,1306,852,237
31031,2025-05-06,PT00043,1908,1036,687,186
31032,2025-05-07,PT00043,1661,973,677,185
31033,2025-05-08,PT00043,2108,1261,917,202
31034,2025-05-09,PT00043,1692,833,537,191
31035,2025-05-10,PT00043,1614,872,528,173
31036,2025-05-11,PT00043,2434,1312,963,253
31037,2025-05-12,PT00043,2258,1251,929,280
31038,2025-05-13,PT00043,2804,1397,906,202
31039,2025-05-14,PT00043,2491,1282,882,260
31040,2025-05-15,PT00043,1619,913,675,155
31041,2025-05-16,PT00043,2004,1060,677,222
31042,2025-05-17,PT00043,2109,1205,679,187
31043,2025-05-18,PT00043,2632,1400,959,229
31044,2025-05-19,PT00043,2556,1410,952,387
31045,2025-05-20,PT00043,1903,1313,927,317
31046,2025-05-21,PT00043,1673,1017,591,139
31047,2025-05-22,PT00043,1858,1089,658,159
31048,2025-05-23,PT00043,2528,1439,944,289
31049,2025-05-24,PT00043,2143,1152,730,198
31050,2025-05-25,PT00043,2267,1376,899,313
31051,2025-05-26,PT00043,1817,1122,682,167
31052,2025-05-27,PT00043,2421,1407,1021,207
31053,2025-05-28,PT00043,2509,1358,869,197
31054,2025-05-29,PT00043,1770,827,537,179
31055,2025-05-30,PT00043,2266,1162,727,209
31056,2025-05-31,PT00043,2705,1301,814,241
31057,2025-06-01,PT00043,1642,859,579,144
31058,2025-06-02,PT00043,2363,1379,867,232
31059,2025-06-03,PT00043,1573,895,616,151
31060,2025-06-04,PT00043,2904,1641,1077,307
31061,2025-06-05,PT00043,2349,1039,615,133
31062,2025-06-06,PT00043,2478,1284,930,250
31063,2025-06-07,PT00043,2179,1161,644,157
31064,2025-06-08,PT00043,2609,1552,913,285
31065,2025-06-09,PT00043,1956,1129,719,177
31066,2025-06-10,PT00043,2180,1356,749,216
31067,2025-06-11,PT00043,2307,1161,736,206
31068,2025-06-12,PT00043,2452,1222,878,197
31069,2025-06-13,PT00043,1907,1103,650,196
31070,2025-06-14,PT00043,2310,1304,776,153
31071,2025-06-15,PT00043,2483,1388,825,272
31072,2025-06-16,PT00043,2518,1346,972,248
31073,2025-06-17,PT00043,2981,1722,1215,377
31074,2025-06-18,PT00043,2369,1357,989,208
31075,2025-06-19,PT00043,2007,1183,762,247
31076,2025-06-20,PT00043,1814,989,732,207
31077,2025-06-21,PT00043,3223,1763,1268,436
31078,2025-06-22,PT00043,2007,1249,828,252
31079,2025-06-23,PT00043,2241,1266,785,251
31080,2025-06-24,PT00043,2772,1649,1222,343
31081,2025-06-25,PT00043,2470,1237,923,176
31082,2025-06-26,PT00043,1752,859,594,223
31083,2025-06-27,PT00043,1335,693,424,129
31084,2025-06-28,PT00043,1720,741,521,127
31085,2025-06-29,PT00043,2229,1326,788,241
31086,2025-06-30,PT00043,2663,1453,880,211
31087,2025-07-01,PT00043,2779,1667,1078,336
31088,2025-07-02,PT00043,2591,1390,880,212
31089,2025-07-03,PT00043,1284,757,460,159
31090,2025-07-04,PT00043,2468,1220,909,252
31091,2025-07-05,PT00043,2428,1372,951,314
31092,2025-07-06,PT00043,1169,623,448,121
31093,2025-07-07,PT00043,1745,1010,573,178
31094,2025-07-08,PT00043,2276,1317,973,221
31095,2025-07-09,PT00043,1873,1176,787,190
31096,2025-07-10,PT00043,2616,1500,1059,268
31097,2025-07-11,PT00043,1572,914,515,134
31098,2025-07-12,PT00043,1872,1131,702,167
31099,2025-07-13,PT00043,1708,983,597,158
31100,2025-07-14,PT00043,2508,1340,954,248
31101,2025-07-15,PT00043,2188,1078,678,180
31102,2025-07-16,PT00043,1364,771,547,136
31103,2025-07-17,PT00043,1555,876,612,171
31104,2025-07-18,PT00043,2280,1396,916,224
31105,2025-07-19,PT00043,2684,1705,1112,262
31106,2025-07-20,PT00043,1883,1029,662,193
31107,2025-07-21,PT00043,2714,1534,923,224
31108,2025-07-22,PT00043,1598,936,621,234
31109,2025-07-23,PT00043,1805,923,590,185
31110,2025-07-24,PT00043,2337,1366,827,156
31111,2025-07-25,PT00043,1723,955,562,188
31112,2025-07-26,PT00043,1759,888,651,190
31113,2025-07-27,PT00043,1738,1054,674,152
31114,2025-07-28,PT00043,2794,1484,887,220
31115,2025-07-29,PT00043,1864,1048,648,174
31116,2025-07-30,PT00043,2586,1396,1015,313
31117,2025-07-31,PT00043,1485,900,621,186
31118,2025-08-01,PT00043,2095,1255,886,263
31119,2025-08-02,PT00043,1849,904,568,144
31120,2025-08-03,PT00043,2607,1347,820,228
31121,2025-08-04,PT00043,2749,1391,788,230
31122,2025-08-05,PT00043,1724,869,521,168
31123,2025-08-06,PT00043,1827,1018,599,167
31124,2025-08-07,PT00043,1956,1034,628,152
31125,2025-08-08,PT00043,3081,1608,1090,421
31126,2025-08-09,PT00043,2486,1485,856,255
31127,2025-08-10,PT00043,1821,904,527,200
31128,2025-08-11,PT00043,2984,1831,1275,289
31129,2025-08-12,PT00043,2602,1413,867,229
31130,2025-08-13,PT00043,1862,1045,719,216
31131,2025-08-14,PT00043,2847,1440,1013,306
31132,2025-08-15,PT00043,2164,1162,682,203
31133,2025-08-16,PT00043,2745,1326,895,270
31134,2025-08-17,PT00043,2371,1363,792,225
31135,2025-08-18,PT00043,2471,1198,851,289
31136,2025-08-19,PT00043,1190,664,437,115
31137,2025-08-20,PT00043,3118,1487,977,234
31138,2025-08-21,PT00043,2588,1544,919,320
31139,2025-08-22,PT00043,1462,803,497,171
31140,2025-08-23,PT00043,2664,1273,753,125
31141,2025-08-24,PT00043,2257,1308,852,265
31142,2025-08-25,PT00043,1371,651,451,131
31143,2025-08-26,PT00043,1977,1001,644,205
31144,2025-08-27,PT00043,1931,1137,683,163
31145,2025-08-28,PT00043,2253,1151,762,195
31146,2025-08-29,PT00043,2413,1309,819,231
31147,2025-08-30,PT00043,1595,871,488,154
31148,2025-08-31,PT00043,1612,859,542,132
31149,2025-09-01,PT00043,1443,801,565,170
31150,2025-09-02,PT00043,3235,1677,1198,414
31151,2025-09-03,PT00043,2727,1591,994,265
31152,2025-09-04,PT00043,1989,974,574,228
31153,2025-09-05,PT00043,2044,1077,779,132
31154,2025-09-06,PT00043,1701,879,645,191
31155,2025-09-07,PT00043,1871,870,517,178
31156,2025-09-08,PT00043,2530,1541,1001,329
31157,2025-09-09,PT00043,2626,1766,1315,412
31158,2025-09-10,PT00043,2197,1340,771,212
31159,2025-09-11,PT00043,1605,958,538,142
31160,2025-09-12,PT00043,1696,1057,613,167
31161,2025-09-13,PT00043,2780,1428,889,252
31162,2025-09-14,PT00043,2250,1287,811,223
31163,2025-09-15,PT00043,2748,1611,1159,315
31164,2025-09-16,PT00043,2763,1318,736,202
31165,2025-09-17,PT00043,2402,1209,706,142
31166,2025-09-18,PT00043,1627,864,575,144
31167,2025-09-19,PT00043,2414,1257,884,182
31168,2025-09-20,PT00043,1810,850,504,174
31169,2025-09-21,PT00043,2411,1483,869,242
31170,2025-09-22,PT00043,2719,1570,1043,311
31171,2025-09-23,PT00043,2064,1086,669,192
31172,2025-09-24,PT00043,1726,808,509,89
31173,2025-09-25,PT00043,2135,1134,782,161
31174,2025-09-26,PT00043,1801,1083,750,163
31175,2025-09-27,PT00043,2124,1224,747,213
31176,2025-09-28,PT00043,2751,1627,999,182
31177,2025-09-29,PT00043,2371,1369,933,208
31178,2025-09-30,PT00043,2140,1070,788,239
31179,2025-10-01,PT00043,2432,1536,954,309
31180,2025-10-02,PT00043,2295,1243,732,189
31181,2025-10-03,PT00043,1917,997,556,118
31182,2025-10-04,PT00043,2379,1335,964,288
31183,2025-10-05,PT00043,2885,1634,973,292
31184,2025-10-06,PT00043,1862,1150,641,165
31185,2025-10-07,PT00043,2028,1080,628,163
31186,2025-10-08,PT00043,2167,1087,739,251
31187,2025-10-09,PT00043,2210,1228,744,195
31188,2025-10-10,PT00043,2215,1177,858,238
31189,2025-10-11,PT00043,2025,1095,707,225
31190,2025-10-12,PT00043,2709,1590,1034,348
31191,2025-10-13,PT00043,2219,1148,721,227
31192,2025-10-14,PT00043,2097,1312,886,275
31193,2025-10-15,PT00043,1621,834,495,133
31194,2025-10-16,PT00043,2073,1183,693,205
31195,2025-10-17,PT00043,2203,1186,763,217
31196,2025-10-18,PT00043,2304,1147,684,157
31197,2025-10-19,PT00043,2184,1293,844,218
31198,2025-10-20,PT00043,2569,1315,946,298
31199,2025-10-21,PT00043,2061,1260,908,173
31200,2025-10-22,PT00043,2720,1376,930,241
31201,2025-10-23,PT00043,2903,1377,909,230
31202,2025-10-24,PT00043,1354,725,452,123
31203,2025-10-25,PT00043,2137,1207,894,308
31204,2025-10-26,PT00043,2807,1611,887,213
31205,2025-10-27,PT00043,1617,843,488,116
31206,2025-10-28,PT00043,2608,1265,764,243
31207,2025-10-29,PT00043,2818,1866,1177,277
31208,2025-10-30,PT00043,2619,1404,811,223
31209,2025-10-31,PT00043,1844,1016,635,165
31210,2025-11-01,PT00043,2254,1232,724,181
31211,2025-11-02,PT00043,2195,1200,825,268
31212,2025-11-03,PT00043,2877,1577,973,273
31213,2025-11-04,PT00043,1970,1127,652,175
31214,2025-11-05,PT00043,2350,1280,729,191
31215,2025-11-06,PT00043,1541,836,552,183
31216,2025-11-07,PT00043,1875,1081,736,143
31217,2025-11-08,PT00043,2582,1538,902,264
31218,2025-11-09,PT00043,1635,730,485,119
31219,2025-11-10,PT00043,2441,1455,1053,351
31220,2025-11-11,PT00043,1527,865,522,168
31221,2025-11-12,PT00043,2186,926,641,156
31222,2025-11-13,PT00043,2679,1329,742,203
31223,2025-11-14,PT00043,2494,1331,780,217
31224,2025-11-15,PT00043,1442,849,550,161
31225,2025-11-16,PT00043,3103,1720,970,241
31226,2025-11-17,PT00043,2088,1284,764,221
31227,2025-11-18,PT00043,2511,1494,1066,272
31228,2025-11-19,PT00043,1979,1110,786,224
31229,2025-11-20,PT00043,2037,1204,799,167
31230,2025-11-21,PT00043,2424,1338,821,276
31231,2025-11-22,PT00043,1925,966,611,192
31232,2025-11-23,PT00043,2645,1284,719,184
31233,2025-11-24,PT00043,2284,1506,966,202
31234,2025-11-25,PT00043,2916,1751,1155,301
31235,2025-11-26,PT00043,1647,815,557,187
31236,2025-11-27,PT00043,2175,969,565,147
31237,2025-11-28,PT00043,2919,1528,930,260
31238,2025-11-29,PT00043,2461,1333,965,329
31239,2025-11-30,PT00043,1803,1090,738,198
31240,2025-12-01,PT00043,1823,953,525,134
31241,2025-12-02,PT00043,2961,1450,967,291
31242,2025-12-03,PT00043,2350,1277,928,247
31243,2025-12-04,PT00043,1450,748,451,142
31244,2025-12-05,PT00043,2189,1126,639,172
31245,2025-12-06,PT00043,2489,1249,925,231
31246,2025-12-07,PT00043,2526,1240,817,223
31247,2025-12-08,PT00043,1930,1198,806,198
31248,2025-12-09,PT00043,2472,1500,865,275
31249,2025-12-10,PT00043,1497,871,529,200
31250,2025-12-11,PT00043,2364,1255,718,274
31251,2025-12-12,PT00043,2362,1270,783,271
31252,2025-12-13,PT00043,1907,1071,614,149
31253,2025-12-14,PT00043,2478,1302,904,234
31254,2025-12-15,PT00043,944,577,391,144
31255,2025-12-16,PT00043,1856,960,601,164
31256,2025-12-17,PT00043,2514,1509,1020,361
31257,2025-12-18,PT00043,2486,1514,884,220
31258,2025-12-19,PT00043,2295,1392,935,282
31259,2025-12-20,PT00043,3066,1560,1138,317
31260,2025-12-21,PT00043,3348,1693,1111,429
31261,2025-12-22,PT00043,2041,1184,863,232
31262,2025-12-23,PT00043,3150,1803,1289,380
31263,2025-12-24,PT00043,1666,937,579,202
31264,2025-12-25,PT00043,2387,1433,866,243
31265,2025-12-26,PT00043,1948,1170,808,146
31266,2025-12-27,PT00043,2406,1390,928,265
31267,2025-12-28,PT00043,1898,868,591,166
31268,2025-12-29,PT00043,2969,1742,1072,312
31269,2025-12-30,PT00043,3637,2206,1431,397
31270,2025-12-31,PT00043,3571,1825,1027,325
31271,2026-01-01,PT00043,2195,1222,762,141
31272,2026-01-02,PT00043,2038,986,622,236
31273,2026-01-03,PT00043,2580,1486,973,222
31274,2026-01-04,PT00043,2569,1328,834,302
31275,2026-01-05,PT00043,2258,1197,729,226
31276,2026-01-06,PT00043,2008,1077,805,233
31277,2026-01-07,PT00043,2333,1301,961,286
31278,2026-01-08,PT00043,2065,1090,609,113
31279,2026-01-09,PT00043,1721,927,588,149
31280,2026-01-10,PT00043,2363,1277,818,272
31281,2026-01-11,PT00043,2764,1716,959,207
31282,2026-01-12,PT00043,2236,1227,753,234
31283,2026-01-13,PT00043,1686,929,693,171
31284,2026-01-14,PT00043,2428,1222,708,247
31285,2026-01-15,PT00043,2971,1650,1084,190
31286,2026-01-16,PT00043,2371,1528,1020,253
31287,2026-01-17,PT00043,2232,1205,751,250
31288,2026-01-18,PT00043,2948,1595,931,279
31289,2026-01-19,PT00043,2752,1130,673,165
31290,2026-01-20,PT00043,2682,1565,1112,349
31291,2026-01-21,PT00043,2329,1210,859,360
31292,2026-01-22,PT00043,1250,635,427,140
31293,2026-01-23,PT00043,2052,1268,872,275
31294,2026-01-24,PT00043,3121,1775,1205,418
31295,2026-01-25,PT00043,2736,1742,1253,305
31296,2026-01-26,PT00043,1954,1137,767,223
31297,2026-01-27,PT00043,3165,1945,1238,242
31298,2026-01-28,PT00043,1886,1153,698,196
31299,2026-01-29,PT00043,1448,839,587,162
31300,2026-01-30,PT00043,2304,1431,948,299
31301,2026-01-31,PT00043,1366,897,586,165
31302,2026-02-01,PT00043,1980,1174,833,289
31303,2026-02-02,PT00043,2623,1441,1051,342
31304,2026-02-03,PT00043,2391,1190,845,236
31305,2026-02-04,PT00043,1698,914,584,153
31306,2026-02-05,PT00043,1895,1038,684,175
31307,2026-02-06,PT00043,2033,1076,622,198
