customer_id,partner_id,first_purchase_date,last_purchase_date,total_orders,ltv_krw,segment,payment_method
CU0061765,PT00042,2025-04-17,2025-04-17,1,705154,Entry,Installment
CU0061766,PT00005,2025-05-31,2025-05-31,1,801390,Entry,Card
CU0061767,PT00034,2025-12-15,2026-02-15,2,1055139,Entry,Carrier Subscription
CU0061768,PT00037,2024-12-14,2025-08-18,5,2306112,Mid,Card
CU0061769,PT00049,2025-04-24,2025-04-24,1,517916,Entry,Installment
CU0061770,PT00039,2024-12-08,2024-12-08,1,1490256,Mid,Installment
CU0061771,PT00018,2026-03-27,2026-04-19,2,2771843,Premium,Card
CU0061772,PT00070,2026-04-18,2026-04-26,2,847278,Entry,Installment
CU0061773,PT00064,2025-04-24,2025-05-03,5,2215191,Mid,Card
CU0061774,PT00065,2025-03-05,2025-03-05,1,512424,Entry,Installment
CU0061775,PT00074,2024-05-31,2024-05-31,1,828428,Entry,Installment
CU0061776,PT00010,2025-06-09,2026-04-03,2,4797798,Premium,Card
CU0061777,PT00026,2025-09-08,2026-01-18,3,3518254,Premium,Card
CU0061778,PT00063,2025-11-24,2025-11-24,1,572604,Entry,Card
CU0061779,PT00063,2025-01-19,2025-01-19,1,863582,Entry,Card
CU0061780,PT00043,2025-07-03,2025-07-03,1,680292,Entry,Card
CU0061781,PT00066,2025-11-12,2026-02-18,5,2329326,Mid,Carrier Subscription
CU0061782,PT00007,2025-10-03,2025-10-03,1,698926,Entry,Card
CU0061783,PT00010,2024-09-26,2024-09-26,1,1620085,Mid,Card
CU0061784,PT00011,2024-12-29,2024-12-29,1,3597885,Premium,Card
CU0061785,PT00010,2025-06-24,2026-04-27,3,2659395,Mid,Carrier Subscription
CU0061786,PT00010,2025-02-14,2026-01-01,3,1975083,Mid,Card
CU0061787,PT00047,2024-12-07,2024-12-07,1,1786596,Mid,Card
CU0061788,PT00074,2025-12-06,2026-04-24,2,2255854,Mid,Card
CU0061789,PT00018,2024-10-27,2025-03-05,3,2037715,Mid,Card
CU0061790,PT00031,2026-02-22,2026-02-22,1,1275082,Mid,Card
CU0061791,PT00063,2025-04-28,2025-04-28,1,865803,Entry,Installment
CU0061792,PT00042,2025-10-31,2025-10-31,1,1905584,Mid,Card
CU0061793,PT00070,2025-02-08,2025-02-08,1,1185088,Mid,Installment
CU0061794,PT00029,2024-12-26,2024-12-26,1,546323,Entry,Card
CU0061795,PT00046,2024-07-03,2024-08-27,2,759168,Entry,Installment
CU0061796,PT00078,2025-11-15,2025-11-15,1,728412,Entry,Card
CU0061797,PT00037,2026-01-31,2026-01-31,1,1243267,Mid,Carrier Subscription
CU0061798,PT00018,2025-01-05,2025-01-05,1,631277,Entry,Installment
CU0061799,PT00022,2025-03-27,2025-03-27,1,574296,Entry,Card
CU0061800,PT00051,2025-02-07,2025-06-03,3,4533180,Premium,Card
CU0061801,PT00047,2025-05-03,2025-10-26,2,1521285,Mid,Installment
CU0061802,PT00053,2024-06-09,2024-06-09,1,789239,Entry,Carrier Subscription
CU0061803,PT00021,2026-04-10,2026-04-10,1,548322,Entry,Card
CU0061804,PT00014,2024-07-05,2024-07-05,1,1805005,Mid,Installment
CU0061805,PT00011,2026-04-23,2026-04-23,1,2863399,Premium,Card
CU0061806,PT00035,2025-09-11,2025-09-11,1,2742180,Premium,Carrier Subscription
CU0061807,PT00047,2025-01-23,2025-11-16,2,1023563,Entry,Card
CU0061808,PT00048,2024-09-03,2024-09-03,1,683011,Entry,Installment
CU0061809,PT00062,2025-02-27,2025-02-27,1,3016981,Premium,Card
CU0061810,PT00077,2025-03-08,2025-03-08,1,1878838,Mid,Installment
CU0061811,PT00070,2026-03-21,2026-03-21,1,1434379,Mid,Card
CU0061812,PT00069,2025-12-09,2025-12-09,1,1175157,Mid,Card
CU0061813,PT00002,2025-08-28,2025-08-28,1,1731459,Mid,Card
CU0061814,PT00030,2025-07-13,2025-07-13,1,1390653,Mid,Card
CU0061815,PT00027,2025-06-22,2025-07-23,2,3702769,Premium,Card
CU0061816,PT00040,2025-06-24,2025-06-24,1,3568288,Premium,Installment
CU0061817,PT00042,2024-06-14,2024-06-14,1,2511037,Premium,Carrier Subscription
CU0061818,PT00063,2026-01-29,2026-01-29,1,1230420,Mid,Installment
CU0061819,PT00036,2025-02-10,2025-02-10,1,516461,Entry,Card
CU0061820,PT00011,2024-08-06,2024-08-06,1,2668591,Premium,Installment
CU0061821,PT00056,2025-04-15,2026-02-22,3,1910101,Mid,Carrier Subscription
CU0061822,PT00012,2025-07-31,2025-07-31,1,1460005,Mid,Carrier Subscription
CU0061823,PT00044,2024-08-25,2024-08-25,1,1187074,Mid,Installment
CU0061824,PT00008,2024-05-21,2024-06-25,5,3471306,Mid,Installment
CU0061825,PT00068,2025-07-08,2025-11-11,3,2228473,Mid,Carrier Subscription
CU0061826,PT00048,2024-11-14,2024-11-14,1,3019558,Premium,Carrier Subscription
CU0061827,PT00034,2025-03-06,2025-09-06,3,5101499,Premium,Card
CU0061828,PT00069,2026-01-25,2026-02-03,2,1521640,Mid,Carrier Subscription
CU0061829,PT00027,2025-03-25,2025-03-25,1,591987,Entry,Installment
CU0061830,PT00003,2025-11-10,2026-04-06,3,2047735,Mid,Installment
CU0061831,PT00059,2025-12-20,2025-12-20,1,2449036,Premium,Card
CU0061832,PT00065,2024-12-02,2024-12-02,1,3029168,Premium,Installment
CU0061833,PT00040,2026-04-25,2026-04-29,2,2041564,Mid,Card
CU0061834,PT00048,2026-04-20,2026-04-24,2,1182693,Entry,Card
CU0061835,PT00048,2024-05-31,2024-05-31,1,1084055,Mid,Card
CU0061836,PT00023,2025-03-07,2026-01-13,5,6567748,Premium,Installment
CU0061837,PT00009,2025-09-05,2026-01-03,5,1603797,Entry,Installment
CU0061838,PT00021,2025-07-13,2025-09-29,3,3582952,Premium,Card
CU0061839,PT00045,2026-03-01,2026-03-01,1,886822,Entry,Card
CU0061840,PT00067,2024-09-02,2024-09-02,1,1564461,Mid,Card
CU0061841,PT00025,2024-11-02,2024-11-02,1,3110972,Premium,Card
CU0061842,PT00002,2025-05-12,2025-09-18,2,1169989,Entry,Installment
CU0061843,PT00017,2025-01-11,2026-03-05,2,966430,Entry,Carrier Subscription
CU0061844,PT00008,2024-10-11,2024-10-11,1,598540,Entry,Carrier Subscription
CU0061845,PT00017,2025-06-05,2025-06-05,1,790391,Entry,Card
CU0061846,PT00011,2025-06-09,2025-08-26,3,1846389,Mid,Carrier Subscription
CU0061847,PT00025,2025-11-15,2025-11-15,1,1792201,Mid,Installment
CU0061848,PT00032,2026-01-13,2026-01-13,1,3292268,Premium,Card
CU0061849,PT00057,2024-10-22,2024-10-22,1,631217,Entry,Card
CU0061850,PT00031,2024-10-24,2026-03-15,2,773373,Entry,Card
CU0061851,PT00022,2024-07-09,2025-01-29,3,2899862,Mid,Installment
CU0061852,PT00016,2025-07-26,2025-07-26,1,1477595,Mid,Card
CU0061853,PT00007,2024-11-10,2026-03-30,2,681572,Entry,Card
CU0061854,PT00058,2024-08-29,2025-06-02,10,4685448,Mid,Card
CU0061855,PT00032,2026-02-20,2026-03-19,2,1683951,Mid,Card
CU0061856,PT00001,2025-06-02,2025-06-02,1,1280397,Mid,Installment
CU0061857,PT00031,2025-01-08,2026-04-01,2,3127501,Premium,Card
CU0061858,PT00080,2025-10-15,2025-12-17,5,1027666,Entry,Installment
CU0061859,PT00040,2025-05-25,2025-05-25,1,1673273,Mid,Card
CU0061860,PT00075,2026-01-13,2026-02-15,5,1591540,Entry,Card
CU0061861,PT00017,2025-11-30,2025-11-30,1,718489,Entry,Carrier Subscription
CU0061862,PT00023,2024-05-07,2026-01-23,2,2673934,Premium,Carrier Subscription
CU0061863,PT00052,2025-03-02,2026-01-29,10,1681759,Entry,Card
CU0061864,PT00065,2025-04-03,2025-04-03,1,693091,Entry,Carrier Subscription
CU0061865,PT00065,2025-01-06,2025-01-06,1,1258319,Mid,Installment
CU0061866,PT00060,2024-10-09,2024-10-09,1,828675,Entry,Card
CU0061867,PT00055,2024-11-17,2025-12-10,2,1631242,Mid,Card
CU0061868,PT00040,2025-08-18,2026-02-08,2,963134,Entry,Installment
CU0061869,PT00046,2026-04-12,2026-04-12,1,1653036,Mid,Carrier Subscription
CU0061870,PT00078,2025-10-25,2025-10-25,1,556460,Entry,Card
CU0061871,PT00025,2025-12-19,2026-01-05,2,4172068,Premium,Card
CU0061872,PT00069,2024-05-28,2024-05-28,1,682486,Entry,Card
CU0061873,PT00052,2025-07-15,2025-07-23,2,4705956,Premium,Installment
CU0061874,PT00059,2024-05-17,2024-05-17,1,2224292,Premium,Card
CU0061875,PT00063,2024-08-26,2025-10-17,3,1681469,Mid,Card
CU0061876,PT00040,2026-04-25,2026-04-25,1,499317,Entry,Installment
CU0061877,PT00006,2024-07-04,2024-07-04,1,1288136,Mid,Card
CU0061878,PT00020,2024-05-01,2024-05-01,1,1268492,Mid,Installment
CU0061879,PT00021,2024-05-31,2024-06-15,3,3837021,Premium,Card
CU0061880,PT00039,2024-10-07,2025-02-14,10,2123600,Entry,Installment
CU0061881,PT00074,2025-12-02,2025-12-02,1,854361,Entry,Card
CU0061882,PT00013,2025-03-21,2026-01-25,2,2187416,Mid,Carrier Subscription
CU0061883,PT00019,2025-03-14,2025-05-22,10,3214131,Mid,Card
CU0061884,PT00068,2025-04-28,2025-12-01,2,1973233,Mid,Card
CU0061885,PT00061,2024-05-11,2025-06-09,3,4066158,Premium,Card
CU0061886,PT00045,2025-11-09,2025-11-09,1,2816657,Premium,Installment
CU0061887,PT00073,2025-06-02,2026-04-18,2,1930377,Mid,Card
CU0061888,PT00017,2025-03-12,2025-03-12,1,2917015,Premium,Card
CU0061889,PT00034,2026-01-09,2026-02-27,3,2305616,Mid,Card
CU0061890,PT00013,2024-12-26,2024-12-26,1,1524708,Mid,Card
CU0061891,PT00062,2025-10-22,2026-02-20,3,2823724,Mid,Card
CU0061892,PT00046,2026-04-14,2026-04-14,1,2845908,Premium,Installment
CU0061893,PT00012,2025-10-29,2025-10-29,1,843492,Entry,Card
CU0061894,PT00080,2025-07-25,2025-08-20,5,1591192,Entry,Installment
CU0061895,PT00075,2025-03-01,2025-06-20,2,2225669,Mid,Installment
CU0061896,PT00019,2025-05-19,2026-02-12,5,1470579,Entry,Card
CU0061897,PT00003,2025-05-13,2025-05-13,1,1666060,Mid,Card
CU0061898,PT00059,2025-12-26,2025-12-26,1,501991,Entry,Card
CU0061899,PT00019,2025-03-18,2025-12-11,2,1728936,Mid,Installment
CU0061900,PT00079,2024-05-03,2024-05-03,1,1834670,Mid,Installment
CU0061901,PT00065,2024-08-23,2024-08-23,1,522141,Entry,Carrier Subscription
CU0061902,PT00027,2026-03-02,2026-03-02,1,1467692,Mid,Card
CU0061903,PT00074,2025-11-20,2025-11-20,1,1711358,Mid,Installment
CU0061904,PT00035,2025-08-16,2025-12-08,2,1488999,Mid,Card
CU0061905,PT00004,2026-04-26,2026-04-26,3,1312367,Entry,Installment
CU0061906,PT00022,2025-01-31,2025-01-31,1,1499698,Mid,Card
CU0061907,PT00002,2024-06-18,2026-01-27,3,5617646,Premium,Card
CU0061908,PT00072,2024-07-06,2024-07-06,1,1938463,Mid,Card
CU0061909,PT00013,2024-08-28,2024-08-28,1,516662,Entry,Card
CU0061910,PT00039,2024-08-12,2024-08-12,1,602477,Entry,Installment
CU0061911,PT00049,2026-01-22,2026-01-22,1,2115302,Premium,Card
CU0061912,PT00077,2026-03-12,2026-03-12,1,1055280,Mid,Card
CU0061913,PT00020,2025-07-20,2025-07-20,1,1652356,Mid,Card
CU0061914,PT00075,2024-07-30,2024-07-30,1,1696193,Mid,Carrier Subscription
CU0061915,PT00045,2025-02-05,2025-02-05,1,2721781,Premium,Card
CU0061916,PT00029,2024-10-04,2025-07-17,2,2151367,Mid,Carrier Subscription
CU0061917,PT00007,2024-10-05,2025-09-24,2,4231738,Premium,Card
CU0061918,PT00067,2025-01-10,2025-01-10,1,1298780,Mid,Card
CU0061919,PT00007,2025-07-29,2025-09-27,2,842702,Entry,Carrier Subscription
CU0061920,PT00056,2025-05-09,2025-05-09,1,1693777,Mid,Card
CU0061921,PT00077,2024-06-26,2024-06-26,1,526375,Entry,Carrier Subscription
CU0061922,PT00026,2025-08-04,2025-08-04,1,1289841,Mid,Installment
CU0061923,PT00016,2025-04-26,2025-04-26,1,651178,Entry,Card
CU0061924,PT00001,2026-03-03,2026-04-10,2,1723124,Mid,Installment
CU0061925,PT00029,2025-11-30,2025-11-30,1,1350952,Mid,Installment
CU0061926,PT00028,2025-03-03,2025-03-03,1,2377723,Premium,Installment
CU0061927,PT00052,2026-04-06,2026-04-08,3,1169517,Entry,Card
CU0061928,PT00050,2025-02-17,2025-02-17,1,530357,Entry,Card
CU0061929,PT00004,2024-09-07,2025-04-19,3,2242024,Mid,Installment
CU0061930,PT00040,2024-08-14,2024-08-14,1,524591,Entry,Card
CU0061931,PT00051,2025-08-14,2025-08-14,1,2241736,Premium,Card
CU0061932,PT00072,2025-12-06,2025-12-06,1,816804,Entry,Carrier Subscription
CU0061933,PT00060,2026-01-01,2026-01-01,1,3044150,Premium,Card
CU0061934,PT00049,2024-09-25,2024-09-25,1,1749200,Mid,Card
CU0061935,PT00077,2024-10-13,2025-11-29,2,1503900,Mid,Carrier Subscription
CU0061936,PT00033,2024-05-20,2024-08-12,2,794113,Entry,Card
CU0061937,PT00008,2026-01-28,2026-04-02,2,1510459,Mid,Installment
CU0061938,PT00058,2024-06-07,2024-06-07,1,1699912,Mid,Card
CU0061939,PT00055,2025-12-15,2026-03-17,3,898984,Entry,Installment
CU0061940,PT00040,2026-03-17,2026-04-19,3,1335414,Entry,Card
CU0061941,PT00026,2024-06-04,2024-09-01,2,1868089,Mid,Installment
CU0061942,PT00038,2025-04-06,2025-04-06,1,1243192,Mid,Installment
CU0061943,PT00065,2025-04-24,2025-04-24,1,806767,Entry,Card
CU0061944,PT00025,2025-12-08,2026-02-03,2,2817367,Premium,Installment
CU0061945,PT00069,2024-12-26,2024-12-26,1,1458529,Mid,Installment
CU0061946,PT00069,2025-03-04,2025-03-04,1,1480100,Mid,Card
CU0061947,PT00072,2024-05-16,2025-07-08,2,1926890,Mid,Card
CU0061948,PT00056,2024-10-19,2024-10-19,1,1250708,Mid,Card
CU0061949,PT00041,2024-12-16,2024-12-16,1,1459673,Mid,Card
CU0061950,PT00004,2025-07-09,2025-07-09,1,1114143,Mid,Card
CU0061951,PT00037,2026-04-07,2026-04-16,5,5214148,Premium,Card
CU0061952,PT00020,2024-11-23,2026-02-12,5,2404799,Mid,Installment
CU0061953,PT00044,2024-07-30,2024-07-30,1,2933643,Premium,Card
CU0061954,PT00073,2025-05-14,2025-05-14,1,1069124,Mid,Installment
CU0061955,PT00073,2025-11-29,2026-01-30,10,3382149,Mid,Carrier Subscription
CU0061956,PT00026,2024-05-08,2025-04-27,2,1967457,Mid,Card
CU0061957,PT00053,2025-06-30,2025-06-30,1,1942026,Mid,Card
CU0061958,PT00078,2025-12-11,2025-12-11,1,1698642,Mid,Installment
CU0061959,PT00037,2026-02-25,2026-03-16,5,2959237,Mid,Installment
CU0061960,PT00009,2024-07-13,2024-10-23,3,4887243,Premium,Card
CU0061961,PT00077,2024-10-07,2024-10-07,1,1489764,Mid,Card
CU0061962,PT00037,2024-10-20,2024-10-20,1,1738164,Mid,Carrier Subscription
CU0061963,PT00064,2024-07-29,2024-07-29,1,515596,Entry,Card
CU0061964,PT00039,2026-02-25,2026-02-25,1,2519267,Premium,Installment
CU0061965,PT00079,2025-01-03,2025-01-03,1,3403762,Premium,Card
CU0061966,PT00017,2026-02-23,2026-03-16,2,3740367,Premium,Card
CU0061967,PT00052,2024-11-28,2024-11-28,1,1155489,Mid,Card
CU0061968,PT00058,2025-08-08,2026-02-17,3,1356669,Entry,Carrier Subscription
CU0061969,PT00019,2025-02-18,2025-02-18,1,1548452,Mid,Installment
CU0061970,PT00003,2024-09-12,2024-12-01,2,895287,Entry,Card
CU0061971,PT00018,2026-02-10,2026-03-29,3,3057741,Premium,Installment
CU0061972,PT00054,2024-12-09,2025-02-02,3,3317944,Premium,Card
CU0061973,PT00052,2025-09-08,2025-09-19,3,1675158,Mid,Card
CU0061974,PT00068,2026-02-12,2026-04-26,2,2055752,Mid,Installment
CU0061975,PT00043,2025-09-08,2025-12-02,5,3286431,Mid,Card
CU0061976,PT00057,2025-04-17,2025-08-30,5,2218976,Mid,Installment
CU0061977,PT00053,2024-07-21,2025-03-09,5,1150116,Entry,Card
CU0061978,PT00080,2024-07-22,2024-07-22,1,2729534,Premium,Carrier Subscription
CU0061979,PT00070,2025-02-19,2025-02-19,1,1519654,Mid,Installment
CU0061980,PT00009,2024-12-04,2026-02-12,2,1771508,Mid,Installment
CU0061981,PT00061,2025-11-21,2025-11-21,1,725792,Entry,Card
CU0061982,PT00068,2025-11-24,2025-11-24,1,1358682,Mid,Card
CU0061983,PT00035,2025-03-14,2025-03-14,1,1500078,Mid,Card
CU0061984,PT00021,2025-10-22,2026-01-04,2,2232386,Mid,Card
CU0061985,PT00066,2025-06-15,2025-06-15,1,1863356,Mid,Installment
CU0061986,PT00044,2025-10-15,2025-12-26,2,4199212,Premium,Carrier Subscription
CU0061987,PT00037,2026-04-14,2026-04-14,1,786960,Entry,Installment
CU0061988,PT00034,2024-09-25,2026-01-11,2,1677476,Mid,Installment
CU0061989,PT00032,2025-11-09,2025-11-09,1,766834,Entry,Installment
CU0061990,PT00036,2025-04-18,2025-04-18,1,1353942,Mid,Card
CU0061991,PT00057,2025-10-06,2025-12-19,3,2346829,Mid,Card
CU0061992,PT00009,2025-09-16,2025-11-05,3,1681122,Mid,Card
CU0061993,PT00005,2025-04-11,2025-11-02,5,2916710,Mid,Carrier Subscription
CU0061994,PT00053,2025-03-02,2025-03-02,1,701924,Entry,Card
CU0061995,PT00078,2024-05-25,2024-05-25,1,1071766,Mid,Card
CU0061996,PT00035,2024-09-01,2025-10-14,2,3917154,Premium,Card
CU0061997,PT00051,2024-12-12,2024-12-12,1,1687693,Mid,Card
CU0061998,PT00009,2025-10-23,2026-02-21,2,1529170,Mid,Card
CU0061999,PT00030,2026-02-14,2026-03-26,3,4547889,Premium,Card
CU0062000,PT00006,2024-10-15,2024-10-15,1,1819546,Mid,Card
CU0062001,PT00013,2026-03-21,2026-04-07,2,1187881,Entry,Card
CU0062002,PT00080,2025-02-09,2025-02-09,1,852153,Entry,Card
CU0062003,PT00013,2026-04-16,2026-04-16,1,2496850,Premium,Card
CU0062004,PT00074,2025-02-01,2025-02-01,1,497883,Entry,Card
CU0062005,PT00030,2025-09-22,2025-09-22,1,2789259,Premium,Carrier Subscription
CU0062006,PT00013,2025-09-30,2025-09-30,1,2285146,Premium,Card
CU0062007,PT00042,2024-05-14,2024-07-05,3,1143340,Entry,Card
CU0062008,PT00051,2024-08-18,2024-08-18,1,786800,Entry,Card
CU0062009,PT00044,2024-06-21,2025-11-13,10,1634044,Entry,Card
CU0062010,PT00052,2025-08-10,2026-04-27,2,882229,Entry,Card
CU0062011,PT00026,2026-01-14,2026-01-29,3,2265801,Mid,Card
CU0062012,PT00080,2024-11-20,2026-04-29,2,1914704,Mid,Card
CU0062013,PT00049,2025-08-03,2026-03-20,5,3200221,Mid,Card
CU0062014,PT00065,2025-01-26,2025-05-06,5,1076973,Entry,Card
CU0062015,PT00058,2025-01-05,2025-06-02,5,2692810,Mid,Carrier Subscription
CU0062016,PT00047,2026-03-19,2026-03-19,1,1775379,Mid,Installment
CU0062017,PT00026,2026-03-31,2026-03-31,1,1411588,Mid,Card
CU0062018,PT00028,2025-01-17,2025-01-17,1,715568,Entry,Installment
CU0062019,PT00070,2025-07-22,2025-12-10,3,2837659,Mid,Installment
CU0062020,PT00073,2024-10-31,2024-10-31,1,1827315,Mid,Card
CU0062021,PT00061,2024-05-06,2024-05-06,1,837484,Entry,Card
CU0062022,PT00038,2024-07-05,2024-07-05,1,812619,Entry,Installment
CU0062023,PT00067,2025-12-22,2026-04-12,3,4131752,Premium,Installment
CU0062024,PT00071,2025-02-26,2025-12-06,2,1174810,Entry,Carrier Subscription
CU0062025,PT00019,2024-11-27,2024-11-27,1,694273,Entry,Installment
CU0062026,PT00063,2025-07-17,2026-04-26,3,5078644,Premium,Installment
CU0062027,PT00080,2025-05-15,2025-06-06,2,4441079,Premium,Installment
CU0062028,PT00027,2025-01-17,2025-01-17,1,1916930,Mid,Card
CU0062029,PT00022,2026-01-05,2026-01-05,1,1241676,Mid,Card
CU0062030,PT00040,2025-08-28,2025-12-18,2,1703349,Mid,Card
CU0062031,PT00020,2024-11-15,2024-11-15,1,1229571,Mid,Card
CU0062032,PT00036,2025-02-05,2025-02-05,1,2627689,Premium,Installment
CU0062033,PT00055,2025-10-09,2025-11-16,5,2727671,Mid,Card
CU0062034,PT00019,2024-11-18,2025-07-19,3,5614425,Premium,Carrier Subscription
CU0062035,PT00069,2024-08-23,2024-08-23,1,2716067,Premium,Card
CU0062036,PT00060,2025-12-20,2025-12-20,1,1104950,Mid,Card
CU0062037,PT00062,2026-04-23,2026-04-23,1,1864941,Mid,Card
CU0062038,PT00047,2024-06-24,2024-06-24,1,873783,Entry,Carrier Subscription
CU0062039,PT00061,2024-05-04,2024-05-04,1,1408795,Mid,Installment
CU0062040,PT00028,2024-08-15,2024-08-15,1,1847609,Mid,Card
CU0062041,PT00006,2024-05-30,2025-10-09,3,1040906,Entry,Card
CU0062042,PT00018,2025-12-13,2025-12-13,1,656203,Entry,Installment
CU0062043,PT00030,2024-10-07,2024-10-07,1,2469103,Premium,Installment
CU0062044,PT00004,2025-05-27,2025-05-27,1,1823753,Mid,Card
CU0062045,PT00032,2025-06-28,2025-06-28,1,1552834,Mid,Card
CU0062046,PT00025,2025-09-30,2025-09-30,1,1814542,Mid,Installment
CU0062047,PT00010,2025-05-05,2025-05-05,2,2076199,Mid,Installment
CU0062048,PT00076,2025-09-03,2025-09-03,1,1358924,Mid,Installment
CU0062049,PT00066,2025-04-17,2025-04-17,1,794984,Entry,Card
CU0062050,PT00066,2024-06-26,2025-01-03,3,1968313,Mid,Card
CU0062051,PT00033,2026-02-10,2026-04-23,3,4452676,Premium,Card
CU0062052,PT00029,2025-09-06,2025-09-06,1,1062829,Mid,Installment
CU0062053,PT00057,2025-03-30,2025-03-30,1,649393,Entry,Card
CU0062054,PT00010,2024-05-18,2026-03-07,2,1873307,Mid,Card
CU0062055,PT00034,2024-12-10,2025-03-22,2,960465,Entry,Card
CU0062056,PT00069,2024-06-21,2024-10-08,5,5980623,Premium,Installment
CU0062057,PT00044,2026-04-13,2026-04-15,2,2859891,Premium,Card
CU0062058,PT00005,2026-01-15,2026-01-16,2,2302096,Mid,Installment
CU0062059,PT00059,2024-05-27,2024-05-27,1,3298601,Premium,Installment
CU0062060,PT00050,2024-12-09,2025-10-21,5,4989769,Premium,Installment
CU0062061,PT00064,2025-06-25,2025-12-30,2,1553650,Mid,Card
CU0062062,PT00020,2025-08-16,2026-02-15,2,4422883,Premium,Card
CU0062063,PT00052,2025-01-30,2025-01-30,1,1900120,Mid,Card
CU0062064,PT00072,2024-08-21,2024-08-21,1,1648813,Mid,Installment
CU0062065,PT00079,2024-07-02,2024-07-02,1,1144356,Mid,Card
CU0062066,PT00010,2024-06-01,2024-06-01,1,811366,Entry,Card
CU0062067,PT00050,2026-03-29,2026-03-29,1,752031,Entry,Installment
CU0062068,PT00012,2024-06-16,2025-07-29,2,1449278,Mid,Card
CU0062069,PT00040,2024-12-07,2024-12-07,1,1610169,Mid,Card
CU0062070,PT00067,2025-07-03,2025-12-17,2,1707574,Mid,Card
CU0062071,PT00067,2024-12-30,2025-08-19,5,4845796,Premium,Card
CU0062072,PT00080,2024-09-14,2025-06-10,10,3858114,Mid,Installment
CU0062073,PT00063,2025-10-09,2026-02-14,2,1875167,Mid,Carrier Subscription
CU0062074,PT00028,2025-11-01,2025-11-01,1,1706961,Mid,Installment
CU0062075,PT00015,2025-04-02,2025-04-02,1,1628488,Mid,Carrier Subscription
CU0062076,PT00015,2025-10-30,2026-02-07,3,2972000,Mid,Installment
CU0062077,PT00077,2025-02-23,2025-02-23,1,534632,Entry,Card
CU0062078,PT00004,2026-01-22,2026-02-18,2,1551592,Mid,Card
CU0062079,PT00064,2024-09-19,2024-09-19,1,698363,Entry,Installment
CU0062080,PT00004,2024-09-06,2025-12-29,5,2433224,Mid,Card
CU0062081,PT00069,2024-06-12,2026-01-12,10,4140236,Mid,Carrier Subscription
CU0062082,PT00051,2025-09-12,2026-01-15,3,1713923,Mid,Installment
CU0062083,PT00055,2026-01-17,2026-03-09,5,1053992,Entry,Card
CU0062084,PT00004,2024-12-06,2024-12-06,1,1429103,Mid,Installment
CU0062085,PT00056,2026-01-17,2026-01-17,1,504278,Entry,Card
CU0062086,PT00015,2024-07-13,2025-07-05,3,1912400,Mid,Carrier Subscription
CU0062087,PT00025,2024-07-08,2024-07-21,2,1100394,Entry,Card
CU0062088,PT00058,2025-01-25,2025-11-18,2,3146027,Premium,Card
CU0062089,PT00044,2025-05-22,2025-05-22,1,1861461,Mid,Card
CU0062090,PT00008,2024-10-14,2024-10-14,1,2649894,Premium,Card
CU0062091,PT00019,2025-08-10,2025-10-04,2,1392572,Mid,Installment
CU0062092,PT00069,2025-08-25,2025-11-17,2,1788002,Mid,Card
CU0062093,PT00080,2025-10-25,2025-10-25,1,1439604,Mid,Installment
CU0062094,PT00064,2026-03-05,2026-04-13,2,2470349,Mid,Installment
CU0062095,PT00060,2025-12-07,2025-12-07,1,832926,Entry,Installment
CU0062096,PT00076,2025-07-20,2025-08-01,3,1914576,Mid,Installment
CU0062097,PT00064,2025-04-27,2025-04-27,1,1809949,Mid,Carrier Subscription
CU0062098,PT00037,2024-05-08,2024-05-08,1,866391,Entry,Card
CU0062099,PT00033,2026-02-07,2026-03-15,3,2556216,Mid,Carrier Subscription
CU0062100,PT00055,2024-11-12,2024-11-12,1,788917,Entry,Carrier Subscription
CU0062101,PT00019,2025-10-10,2025-10-10,1,1279001,Mid,Installment
CU0062102,PT00009,2025-06-06,2025-06-06,1,1473986,Mid,Carrier Subscription
CU0062103,PT00045,2025-09-14,2026-03-24,2,2961971,Premium,Card
CU0062104,PT00018,2024-08-19,2024-08-19,1,1380811,Mid,Card
CU0062105,PT00019,2025-11-07,2025-12-23,2,2480086,Mid,Card
CU0062106,PT00063,2025-01-15,2026-02-26,2,3708268,Premium,Installment
CU0062107,PT00029,2025-12-25,2026-01-30,2,964138,Entry,Card
CU0062108,PT00073,2025-07-11,2025-07-11,1,2030090,Premium,Card
CU0062109,PT00056,2025-09-04,2025-09-04,1,717044,Entry,Carrier Subscription
CU0062110,PT00046,2026-04-04,2026-04-04,1,907123,Entry,Card
CU0062111,PT00025,2025-07-22,2025-07-22,1,1109099,Mid,Carrier Subscription
CU0062112,PT00055,2025-10-01,2025-10-01,1,1793086,Mid,Card
CU0062113,PT00059,2026-03-20,2026-03-20,1,1540673,Mid,Card
CU0062114,PT00042,2025-09-25,2026-02-01,2,1692361,Mid,Card
CU0062115,PT00068,2024-07-04,2024-07-04,1,2165853,Premium,Card
CU0062116,PT00061,2025-04-24,2026-03-30,2,844783,Entry,Installment
CU0062117,PT00060,2025-02-07,2025-02-07,1,1149495,Mid,Card
CU0062118,PT00055,2025-09-06,2025-10-29,2,1477715,Mid,Carrier Subscription
CU0062119,PT00054,2024-06-12,2025-02-03,2,2894414,Premium,Card
CU0062120,PT00056,2025-04-26,2025-10-30,2,4511462,Premium,Carrier Subscription
CU0062121,PT00007,2024-05-19,2024-06-18,5,3574623,Mid,Carrier Subscription
CU0062122,PT00078,2024-12-24,2024-12-24,1,1904789,Mid,Carrier Subscription
